inj_id,chirp_mass,mass_ratio,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,luminosity_distance,dec,ra,cos_theta_jn,psi,phase,geocent_time
10,17.33445757167372,0.42626422576256157,0.7380893271093246,0.05397576544584604,1.5954027723786774,2.6134336203205746,1.751148824027915,0.9226050904382075,399.53954877969954,-0.3730183989149314,3.8787117573926313,-0.020920469981384304,1.454146065852649,3.117622741586293,1.0387301963086932
11,17.78215723731423,0.9914127756601546,0.21152878785495674,0.4115119747094978,1.425359452984175,0.9818688240332837,2.217577791244392,2.46189658140872,643.8127727699299,-0.947657673305701,4.609744243143274,0.28972458669763057,2.4489624178430955,2.3491086022932453,0.938382471997244
12,16.51882521839678,0.43211070423921366,0.42109887221815756,0.6423114941198012,2.689638752547337,0.9899496580771209,1.2398551251725414,6.196433868685025,232.18458733470754,-0.5361492571194498,6.113810246510689,0.009401518333550518,1.2098682650670889,3.4396940909369227,0.9503914052998286
13,18.63678411282615,0.6791170991520994,0.6038142296880625,0.5581957239395985,1.8273794011515234,0.6457065784636995,4.551309912957665,3.5590381509407214,884.2958556294221,0.9728739882288409,0.8608094062008474,-0.6782062428434956,2.146303304863226,3.10901385388872,1.088667189573808
14,15.421212551251726,0.2440754066605507,0.3564226122546839,0.5810851806097039,1.68311164023179,1.9733897736146204,3.180731857196983,3.4296702537543755,732.0278005152261,-0.037126651835767466,4.021771296355079,0.827998061411598,1.688726320275378,5.931668494703014,0.9007614708600437
15,17.860794374855956,0.2254512940593133,0.8766644900416591,0.8327781391700505,2.3785679636643398,2.4667079460687185,1.8686328545962112,4.918932394081932,946.782984736838,-0.416257601566431,0.4642252850439982,0.7291921297282806,1.7358623453289008,4.586403120908523,1.0278960999808273
16,17.2068684266059,0.41413522540983694,0.9502282893939191,0.8560319825263606,1.7471627142314627,1.1484866480481322,3.985412055032176,5.354113440333611,959.3173099407362,0.027128296374731586,3.230276143691483,-0.6005070804669188,1.6063201829974432,4.6088314971879045,1.0991963787253116
17,18.832789022095085,0.1805010825139954,0.3940655616335223,0.753779148292755,2.995862242165036,2.6115587375956006,1.9108717964243906,3.8688325015005676,962.298570842942,0.8922001361915286,1.584306442478068,0.5332989122420149,2.02058714788858,0.5430387759483575,0.9181310652930429
18,14.387146419312002,0.4485242084092924,0.7623206953361297,0.6976517381879052,0.611217460990066,2.4482255658944796,1.8334442174050622,0.8964672108140603,170.9317720234218,0.21487068435570206,4.909671904561731,-0.29806317088795753,0.37007931958861867,0.7545129200445061,1.027937339379454
19,18.6097479952242,0.14265856114480233,0.8837036537035344,0.7819547748223171,1.8642158540575229,1.5586266080771394,2.7850020081543905,4.865325078358558,637.3335499734977,-0.04322800999170049,0.7087350979849592,0.9684519186090068,2.7848379292055907,1.8890287171033404,1.081342440617501
20,18.93357587452482,0.1772499538419368,0.5116125195914623,0.707476005186352,1.9968337462282553,1.1245621848311231,1.4514006070730348,2.8854553199806725,354.6536397279825,-0.06493039938743331,0.37313861057913905,-0.8894582389995285,1.0185851499372391,4.21246009408508,0.9019732482367295
21,18.604391256720415,0.26963158507787244,0.11886845666302322,0.5435928745321006,2.37389055324671,1.1206202023319587,2.1948370227805243,2.5591320699751803,836.5505747835895,0.27678515681780114,3.2161777837518586,-0.9198061084015707,1.7266130064650913,4.476017101746634,0.9430759989230946
22,17.923767431172003,0.409849521607705,0.9144937171180239,0.0814542367667703,0.877355053992678,1.3998268019418647,0.5293268790411173,2.6324422016762425,324.34929586406486,-0.7496273825572093,2.577475461244879,-0.254257541349616,1.8221921294899999,3.8785985355821517,1.0996625128522795
23,16.276907244226102,0.15322295806492994,0.9114491177129135,0.6829551641985341,1.2832056142068486,1.2125207038123857,2.0970333230041347,3.7110548312614924,871.5963801828642,0.7640341456813068,2.628381161888394,-0.0795067443175499,0.028172544793011813,1.1544114850551415,1.0794576035327763
24,14.434443988826102,0.5953827261816059,0.6317432976691167,0.12312812896878016,1.9448149243790727,2.190623861290982,5.7631528786449815,6.133021458225027,385.2843465921416,-1.2165050019132901,6.1891562256132735,-0.857380196010493,1.7146068617898824,3.856916794049927,1.008565076727552
25,16.424031184890175,0.30993348481579425,0.6371823406870736,0.577224901888357,1.7424932302635736,1.190420445275779,1.0536153357529807,5.56678037624704,331.2553565777448,1.285669743538696,0.7155754014457582,-0.5660331283983122,1.8678363306837262,3.0808469501782807,0.9698783046192236
26,15.824355708149863,0.3974769709791582,0.2701341462851045,0.8949484736360819,0.5209340401225697,2.0513491081061135,0.11876061000889862,1.8191993137699976,815.8496948738986,1.0396621090330125,1.1629696698751142,0.6142993323148425,2.2421103511337632,0.9448985893649344,1.0934821008305295
27,19.189718712457193,0.1447994104242861,0.6799543987942652,0.001247150571824045,2.2623610658672395,1.0811271229000305,3.6095809300476036,5.1484536991504,874.2519202959103,-0.08228149109437627,4.396799559515894,0.8234296884362335,0.19335174119150064,3.9445865551413775,1.0931439489301764
28,16.689436337843745,0.16291590637079797,0.37865616695456256,0.7136425339223247,1.2833643110024837,1.7673093981506391,4.846379775851485,2.025929070248157,844.0531937071801,0.6919681490679869,1.3631585932502432,0.4022274228731342,2.4899818058785432,0.23160054291557503,1.0021919106890913
29,14.063195461411619,0.3153911260395073,0.1141320455423022,0.051123177086851296,1.648730508098703,1.9175707544730662,3.392959949291118,3.6894224398763735,983.100973674442,-0.8125685303409689,2.9215524557563612,0.23150712596138345,2.73413737693797,0.3418665005631947,1.0545882442490475
30,15.694851278735769,0.3689817901463449,0.8044733868549989,0.2515413409821399,1.3789219751944926,0.49231309043512095,6.199994874324903,1.6199356579738424,545.2108826207633,-0.017344986742128143,6.120500715243162,0.8716688102161223,2.994321047019126,0.8718527294307894,0.9999605325464495
31,19.159742045190868,0.15335768024026156,0.5213229915204697,0.5557497631284053,1.8150167965442208,0.14081589259657773,3.2565765989226194,4.383422781857733,657.7270308972978,0.7528578769936854,0.4139485054930987,-0.27554709609647343,0.10293155041093403,2.5134444261667834,0.9343919742255342
32,19.790179049083193,0.5908453219184018,0.7282194967626269,0.349297602716132,2.766151571950948,1.7517015615202884,4.947880544529448,1.9066325976206548,596.1599112615393,-1.1399054330740555,3.3052897467281523,-0.7367073634087058,1.8803856527931035,0.16378429998465727,0.987389260302129
33,18.632246957334257,0.4490184456080287,0.1103941639235256,0.24475321587144624,2.114492542988951,2.3350070267792424,3.5293178634168227,3.9957085522377387,905.055958236622,-0.4589205881947999,1.7829901010557279,0.020900521360216917,0.34745668776083094,4.050827737474788,0.920678860404304
34,18.903317140450184,0.2595744909721945,0.19828296565284148,0.5249511657050154,1.065926936054224,1.8062044428393988,5.524646536862178,4.690323676832835,685.1150550090625,0.9277843756240379,0.8028434955648085,-0.8705869987704937,2.46706195850748,1.4441326837894457,1.0631944494683496
35,14.808426612240478,0.3716043546977183,0.44065419589568183,0.49428024539735144,1.3846849190302115,2.027295098402444,2.5958951214500186,1.0381750550769329,190.4311175392682,-0.4889699381580573,1.3340833447501166,-0.8106591364767692,0.09723446870032054,3.855085842180416,1.0705114234223048
36,16.95607584032229,0.611624406074054,0.5738043352367403,0.030047496997914053,0.4207806357426394,1.2810982563423738,6.082750969199878,2.762729824312473,850.8306420745085,0.8280561211859433,5.769407071600433,0.8447226833505248,1.1558359581278113,5.206664683183126,0.9637703726214701
37,16.939724179440294,0.35198816478227185,0.647332575935254,0.34030221037296565,2.1284633828351684,1.607463352812273,2.526314201932791,4.46183762126108,986.7013761554055,-0.9725186092010819,4.5312509900435565,0.8059028898711345,0.9246322149058773,5.11298279748498,1.0529586924354384
38,19.090553284310666,0.25955873670121976,0.5701060547762677,0.6705778332349349,2.1508175522037543,1.8985256440245626,2.8467975934676395,6.185927300252992,780.8913840222283,-0.08770912644686991,5.48033310510103,0.9125834283496117,0.9267125182310966,1.6349762320054657,1.0939219281620653
39,15.816219729729983,0.33665511071833953,0.20351499639041878,0.6278455567953616,1.3263305041851852,1.6631496053383634,1.211702395882813,3.8850747819626696,793.4837940747359,0.4030008897049365,4.87138049325509,-0.8711286640802156,0.3403252131373634,6.038908612216644,1.0576563624711501
40,19.140736162655617,0.6799713339931963,0.42226535955374184,0.852808993629435,2.1844610564123728,1.6434368874480267,3.4818683357310687,4.293549325837991,284.5411982457395,0.4303928282710847,5.351907265012044,0.08801762786690825,2.2473150622778824,1.1501236182049586,1.0245586367940098
41,19.95574924533893,0.6878814413175344,0.12055118175212612,0.7028183662487888,1.5540177698819042,1.3429083795769214,2.420415722161452,4.058106803355931,230.08787310602034,-0.892242180852788,5.568617627618258,-0.2696894020548706,2.2682026936892568,4.219934782601551,0.987636995779605
42,17.457878873880876,0.8833146870756418,0.4753327629146461,0.9476697463093781,1.453700992403869,1.5931274366557067,2.2846450095637807,4.383765252715641,636.9399067473119,0.7297284456044023,5.2408000474566645,-0.935363006260663,1.5446197939436297,1.456790588067583,1.009950732834857
43,18.943477663188304,0.2553250003931341,0.7525087023477174,0.8392358765003568,1.8857589137911273,2.7313387465253163,5.080886060253779,2.978471361029868,765.1437999480002,-0.4237108742457688,2.241711795786915,0.2873516268065912,1.1692114363475594,1.3694083743485732,0.9658055956231806
44,17.4881818310734,0.22230438876284492,0.4995325321543645,0.2212904224408261,1.6510972779113953,2.6267981610319775,5.91976201189556,1.6424407679777218,384.9661646309293,0.7508740827437115,4.304536917906458,0.33239234047909516,0.40420977634591815,2.0690889622242907,0.9068329413468507
45,16.658842673851076,0.1647350965013385,0.9834811133774273,0.2684131410611891,1.3757008380470035,0.5904251719139915,5.551241701508708,5.216233806005352,404.6173282838421,0.04697611525930854,0.9933800371001278,-0.7327950633999829,0.10429382267245246,3.9305561161681166,1.0592374225859365
46,15.7025649595011,0.17884295616320564,0.7608710635518791,0.7858076646322772,1.9783697984906738,1.0772132808138681,2.766168882453058,4.552638285302851,682.14179437375,0.13011075948153403,4.606186673357779,0.03550535097521523,0.8108419147831407,4.887905323242504,1.0001681589133684
47,14.828614510722904,0.8515685579335474,0.5062303217274673,0.5223840755492506,0.9985387684236895,1.1916233215039445,1.6344116444981194,1.8142391277625238,863.5822057801893,-0.2565622564444769,3.0925955897167645,-0.25312691152303146,0.42148175311560865,1.4694616015818929,1.0977730618212516
48,18.47056605172178,0.7573137300568521,0.9342101537452594,0.8019417152909787,1.4861414981429766,1.318863144809128,2.6320411033663804,5.29197676685258,437.74743854665365,-0.02898355195129101,4.63736768182146,-0.9838706823760233,2.5039034017446467,1.438524821074074,0.9065337618894679
49,17.651766967194344,0.3657730063226156,0.651291061136525,0.3001383438293251,1.0274553801318593,1.6446646502902893,0.013587252993256818,4.898158341158213,933.4291700111205,-1.3000385761356172,0.20564371735581943,0.5585708708572863,3.0872046291230277,0.03345063178804887,1.062029943262714
50,19.043489838746357,0.2468321011989678,0.2333827926934351,0.06870692797253457,0.544806189384205,1.1907274771568668,3.7814801673572513,3.6158087139665165,824.8826393806553,-0.7266327993427296,3.9546806256241482,-0.7833219288250308,2.218079329444893,3.1896132341355403,1.0229467745391443
51,17.51530769331063,0.5486647222560149,0.7592410497497925,0.8017032772817322,1.863277075799084,2.1341763025516656,3.8216183591261954,1.79980913470203,744.7379139388491,0.7393810320578335,3.653217855141464,0.29887145439333507,2.674517778406236,3.2373897802119243,1.0517563837787156
52,16.35704776443074,0.8814558539244337,0.15714170012052417,0.8178008779077154,1.4886237203842418,1.92677384378228,2.1259176215736852,5.905798594593925,790.509334818589,0.5323676256863361,2.9765692327159745,0.5393684711559583,2.910741585123595,6.259079728741891,1.0907208909537889
53,15.102743576434339,0.9820041869755577,0.49063101911558926,0.04329026660901092,2.1245726363045487,1.0245072623983142,3.625092110040771,3.505666734684171,824.0171736465628,-0.9355093865867041,2.0283367437350903,-0.22448785985537723,1.9431426554434974,0.013883007828565459,1.02887512255305
54,14.911542903107046,0.3408977832160537,0.9769163740846734,0.6593202466230755,1.9679018439909648,2.8494818681480893,2.379011197210817,0.1635796587072475,773.1971697058993,-0.9255403112839035,1.0464253175568508,-0.607589389469275,2.530996272993818,3.134172524574226,0.9292819265934803
55,18.2029187253297,0.4661080549117857,0.23708387144321244,0.19631783765216942,2.192600309923984,1.794689479288958,3.5041227683191756,1.4681270831367985,852.0394967277109,0.5489671466811481,5.117789983055633,-0.5094050959195822,2.2221421370782917,0.2876362858418059,1.0996500671285128
56,14.934424794948443,0.8567437133762641,0.18121185468053816,0.38446693737398246,0.7009620516070182,1.7939427503929686,0.01243199286916166,4.959478039114876,460.05401255724837,-0.04891165307511097,4.018545682594311,-0.4346225401697241,1.1264214328038908,4.996414503706746,1.028937909067727
57,17.505262402991505,0.46612656990110024,0.6069800901657136,0.8687790371743829,1.830685016769745,1.5461416709409894,6.248898181956839,0.8660309227580705,622.65598593335,0.752060403016083,3.572694346595124,-0.8974402623336353,1.0626205842918541,3.0684200793087935,1.073293581200451
58,16.720707895606676,0.4890668929269232,0.43414857073186164,0.10618568431843942,2.7729622981799147,1.2059338169025808,2.29770279942807,0.2189998374348227,565.9658446000255,0.8052893403279495,5.560317743002445,-0.22979933196771163,2.694122713416522,1.703905802026243,0.9329324070847491
59,14.757784226146951,0.35181459003388893,0.08421856034988226,0.9425498040256908,0.9878774574879877,1.47931031607204,4.7877659672168065,1.4667255294383748,704.573049989349,-1.261230568265946,4.6044866210828115,-0.6717361750962692,2.1981447545601966,5.289169627047323,0.9660632540496298
60,14.668940539325169,0.14932582908940883,0.573190430350509,0.7860007805632964,1.1081005455892783,2.0212771686000943,4.117878557460738,5.129628027320728,939.4270443603289,0.5306272511405653,5.757846546891373,0.8355553907729021,2.31667664272454,1.107802408230813,0.9491169363799702
61,16.84921164466909,0.8676872654182343,0.2256109719508541,0.7129418274115701,1.6592417856785713,2.010583585954928,3.0391974798237116,2.836970071281391,648.6069042301681,0.6286584676290272,3.7693726288335365,0.37151032698259767,2.5748426019031596,4.077112816967718,0.9772325875645418
62,16.725599963739196,0.5329477459509997,0.4289190257720792,0.9420380661866613,0.7464716569322642,1.7032582659850135,2.8188878683383667,1.2015644883296268,904.8120146179413,-1.26935731893122,1.517639031612284,-0.01602653320293035,0.759960285475291,1.9949635628811853,1.0347371107852592
63,14.539337932971456,0.9544147431294685,0.7410474036496971,0.5329500240040419,1.3846637231559231,0.8025880859525132,6.026750160876896,4.760334301591721,583.4818660457695,0.3551981868954259,2.9222179766103498,-0.8960986563676945,1.0656223714291524,2.3262082388142287,1.059362521307525
64,18.403456485365705,0.1281762907356643,0.3582581378729422,0.5802921059746875,0.3966267517758503,0.4591949294054708,1.6809684175388782,4.904446929671362,628.8467907758038,0.7374473248365871,2.6375213805838706,-0.06185585048401254,1.9849839750417704,5.910322421498509,1.099664596400039
65,18.296750872908078,0.7092655765487498,0.29884105410719075,0.24312936364683682,0.37836494370435164,1.4922927774702557,0.3736329378101244,2.019226295591071,768.0357799145055,-1.0746559138997926,1.7374494939756373,0.420631358906268,2.2697370391954115,1.6763973250748674,1.0845411985491877
66,19.409725003303198,0.7210003088301324,0.850635209485911,0.20931799026612585,1.689454430505889,1.7937077682290796,1.3733372048918109,1.0594994101830038,928.2589236103278,0.6157335923524754,3.527890883671451,-0.20642265119840775,2.224865937137881,4.319548182490478,0.9513523766254914
67,17.512455306030272,0.21241468688606382,0.6143296594463988,0.5945666660816257,2.6707057741396394,2.32468878807085,2.668886444146639,3.349384326715546,769.9538988822324,0.3965280676782769,5.575395688202482,0.5513224164495296,0.2866698731146597,4.557061673955618,1.0627107015685877
68,14.825734359587637,0.2659029608337281,0.5834925944688418,0.6594604754664236,2.2230688033380215,0.7525841816853941,3.3957133559923864,2.527355484091242,749.7948808280196,1.1383659970305893,1.3057964823026353,-0.4206418164617216,0.6710156224081324,6.20787782406704,1.060854397550047
69,14.739677458400967,0.18423956276680525,0.07047822368764071,0.9441712373735185,1.1544589297048093,2.1636420617374044,0.14561774095048236,1.2554024179521102,567.5891752527017,-0.03805652900960479,5.229278487682079,-0.23196397570291416,2.6358342802972534,2.87083540106525,1.0451170153845921
70,19.525351171577917,0.35393106044230344,0.5909310948640931,0.9508485410246054,0.21834256131735358,1.4278668519130289,1.8116064607598816,2.0667817885007524,958.4089722435564,0.9525436644622243,4.351595737767437,0.06574448472675853,1.1454568529507168,3.946967997172958,0.9522338253437729
71,15.334921627210333,0.21408425723159188,0.1420199823583886,0.6397924758393231,2.3150464119384337,1.0489570968230177,5.513697693048396,0.5731923460455682,866.9410646681908,-0.10415335330164427,0.10897412325870878,-0.24421872096184516,0.1812906258032565,4.166395427269175,0.9060078150201426
72,19.506531927285156,0.13446320246965973,0.5390710462750335,0.4268118228963916,1.1569229464793296,2.3697136805429104,5.388327806616112,2.764374139843808,879.0246407637134,0.10770230558912719,3.7268843500497923,-0.09123633452916668,1.9728179331844387,3.791219051905817,0.9861436349897705
73,19.234286568836048,0.425476445899471,0.7036249071675214,0.8506452865627412,1.613236075243636,2.8390242108586405,0.6198660554691275,3.2091539973440026,576.7187376557134,-0.009980127267563603,2.4774750550829583,0.6651926933955508,0.5650955851910329,4.789816454344883,0.9026733676967379
74,14.91794699022305,0.126727518236747,0.045569727673703604,0.6402813680910271,0.6698163713616518,0.868683956820685,1.1995595734178741,5.71502604230454,407.85793797343797,0.1785448080511698,1.4567587487775508,-0.9041700503844408,2.058505785139406,0.21061802635719337,1.0259343483653778
75,18.2365760423054,0.13530031410092333,0.03196403585227726,0.6949887313190716,1.3334507108621296,2.5395819413556353,2.4251922772965306,4.0353807708854,730.5721873680742,-0.9805043741379601,1.3432973051141106,-0.004923421594854593,1.90291163527012,2.0173125252323216,0.9225461552418853
76,18.23963056828516,0.16696989220719047,0.3157123534041034,0.2420747618577885,2.299821666623389,0.9089366323942878,1.3149322933399732,3.828690819116985,649.1391794475629,-0.563006892532357,6.24597853457833,0.6851847688174668,0.7433821877431009,1.4525453995053434,1.0422792177029148
77,18.29010363515289,0.9286923659208689,0.5274563607382589,0.8030585738643302,2.0563133277736285,1.3954834279623123,4.064690968229155,1.9722089524300015,833.0009754301716,0.7604509139155146,5.312507964851513,0.9491218584350192,3.099157954926639,5.605798721178492,1.0963442617265051
78,16.022491508956225,0.17389972280562768,0.19062316488848113,0.4494312336031957,0.8654105448529267,1.905932721923055,0.55316450535323,3.159103817574776,833.7883406070513,1.067292203410087,2.348743016199564,0.12422381212703892,2.003603292574637,1.4230060654976664,0.941216521701773
79,16.535409011015478,0.9669098596968229,0.9836769455012131,0.7514264840122744,1.9060280558789047,2.1962184049597875,2.5673635299590276,2.1909832369411038,701.6812170369132,-0.9210044450607463,0.02346036452297689,-0.8841287316613207,1.3493801051627863,4.232713204785485,0.9416956330958618
80,16.876073401205566,0.4036180820596607,0.5888304015693172,0.47151929834486705,2.052137125531344,1.6722040706724322,5.177435157550808,1.6461067155859004,566.7625554351611,0.4538284355179359,6.077143949217055,-0.34758640278431563,0.6956216062998556,0.45069393366763094,0.9498535229127331
81,14.586628050995184,0.5769885107271123,0.30678115373173653,0.514506731545968,1.258489364613731,2.1743332906793964,5.026999138172794,5.228007883026656,679.0474421580636,-0.8205119186661969,0.5574492267412821,-0.5334416966651758,2.6609070247295348,0.05636569599560283,0.9413244963556899
82,17.164198003526067,0.2970760027981998,0.4528528236561337,0.6920310645508482,1.169138556328097,0.34811153650473636,0.012374597914251724,2.956403395391281,814.3137299369486,-0.9228330145886451,0.6705517819286584,0.09981688151163937,2.698829426578341,1.8956636616392761,0.9131048552607557
83,16.198798111762578,0.235098985934883,0.0483547426405782,0.0963397911327862,1.884060234296904,1.8233458212066025,0.27686986412856235,1.6494524746315098,610.6357482425983,0.002508670996523294,3.7088549350062374,-0.28050219580664315,1.9089647024371266,3.156526940658439,1.0951198660604464
84,17.950361602155407,0.3007969103070866,0.5988403235228993,0.2498182417633199,2.000785567342764,1.9234752187160213,5.395278554895373,0.2215027394295451,968.5465614832195,-1.3153092713237393,1.0415932120725218,0.26431631283091805,1.2100578702579285,4.08713233184495,1.0121235679928846
85,18.235770203159078,0.983707682769802,0.0020966544803138563,0.5311703639454928,2.507089880419849,2.8216488211832913,5.586608432975165,4.373601306563255,326.8478333652451,-0.49521740747987825,3.4552790097166315,-0.4134862694701642,1.5327050414478842,1.6196957663719915,1.0426433680083385
86,17.883705696810104,0.567407527206903,0.5667697100382053,0.0185619967892822,1.0887272557307095,1.8444635767307707,2.574876881511223,0.9621447630924699,986.5104491079564,0.0860421048188268,5.0714761264810155,0.7370304777280015,2.0747293360284127,0.7717847415987462,1.0580232144347599
87,15.39224744729884,0.14216551363462931,0.2303683201682741,0.6545325944020004,2.844386276023947,0.8218943191718865,0.07341318827499066,2.2018306350992387,766.0801488435786,-0.4533664919957775,1.428171635706311,-0.8682791225355366,1.6457083368037235,5.370369872692728,0.974313026683014
88,18.507433808683757,0.15007394669226473,0.3835649556483183,0.6740878399717593,1.3528004082238216,2.0611092487012552,1.4033802779690863,5.027199771332445,539.9053641294088,0.21160786745643614,5.621207429460616,-0.06069976400840971,0.44893893023984127,5.7339469642543435,0.991355851906132
89,14.8598775434228,0.24022912442599922,0.6729297859785283,0.7631181426278807,0.5734375174783254,3.001546820039197,4.237725419240448,2.800524816319862,795.8531601943632,0.7653112756988334,5.349213516054715,0.46281515553931785,2.9583502038627136,1.25169379946161,0.960153554719697
90,15.751896464059616,0.44829289242163767,0.9080609303526819,0.49475457281804053,0.48769145679927767,1.414930144951276,4.765344894157955,1.991498637397474,727.9544322084002,0.20470299866528044,4.239882004803948,0.3893374928438762,0.97611491547864,4.8512855979632965,0.9390598700237126
91,15.012836188244979,0.2914819780119806,0.6905388397759898,0.8318981754600254,1.5653196335263782,0.8099400652058503,1.106480323076492,5.5299374716376235,993.2257482671986,0.7647656600689352,5.621297871196841,0.38280340319243167,2.1109337604256013,4.540090408748788,1.0991645330469682
92,14.019511044199259,0.6857514623557951,0.18431208336314678,0.7203976650190688,1.931267008436587,0.660058910580245,4.72123652129283,1.6356744056243904,558.9092613402454,0.2782260781655958,5.638942419488698,0.12773582614587564,2.3060896456790787,4.398722336011312,0.9565473505233675
93,17.638585455177857,0.5075541018705734,0.21508849302756844,0.4140303625855096,1.4698432515038442,2.105216371309319,0.1159620073075034,0.9539278554958864,895.3290426515966,-1.239353696141398,0.9946890154790015,-0.48345616594899843,0.4664160925233124,4.8582264985116685,0.9803473200259598
94,17.11389327051978,0.3599899559301412,0.6908719348945402,0.07275041637467124,1.8242393660025185,1.8498259247527662,0.5482028061706282,0.5004067597083933,803.1853839924241,0.5081157075128062,4.517474782459677,0.33719569448317843,0.7840773892560472,0.6381343111657494,0.9159498662608639
95,19.28109832636348,0.2720211897518304,0.5172134579423742,0.21428703934133028,2.260198571836934,2.159818776150876,4.4105945291142925,0.6373195761586287,674.6040270175209,0.6217245504864217,2.8213361634032115,-0.7311686675156102,0.20763442491657721,4.139317962051452,0.9833422053513958
96,18.23822389676407,0.42668672883322,0.7166793597942492,0.5986350363446412,1.4117981552774421,2.2283916662014795,2.0135995600999146,2.9553571045408518,980.8122593312554,-0.12853242529050923,1.1676860064000947,0.8695986242020335,0.4556547830710079,3.4966192336249646,1.0892764611721015
97,19.69866800505586,0.250258438192353,0.3788806882274165,0.8760263406590626,1.8474357930596903,1.8043597811805356,6.132333491330276,4.126899856370819,477.1387450771851,-0.9186938039164179,4.996372694962509,-0.7003320319423874,1.2351876996024413,5.555509995817073,0.9194647389707566
98,14.425636998074033,0.14489594066626763,0.5145954534443142,0.608088003244582,1.9955616918883148,2.6968726257897555,4.202505204711412,3.6844108400495252,922.4160440700614,-0.7262806174769373,1.3710235178962893,-0.3943838636396346,2.4133471896620193,5.556660910683583,1.0658731627680318
99,14.858663031914167,0.7750462109626588,0.41935255708692154,0.36138317270302256,2.39950580648682,2.078005289963356,3.223814210908082,1.7527996347705317,586.5353240669142,1.2194140775120215,2.347035913508668,-0.21829735684116547,2.7366412341002064,2.3770745049123745,1.0602723301449375
